Breast Cancer (Female),Lung and Bronchus Cancer,Prostate Cancer,Colorectal Cancer,Melanoma of the Skin,Bladder Cancer,Non-Hodgkin Lymphoma,Kidney and Renal Pelvis Cancer,Uterine Cancer,Leukemia
"2,76,480","2,28,820","1,91,930","1,47,950","1,00,350","81,400","77,240","73,750","65,620","60,530"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
